,basecode,basename,s_code,s_name,m_code,m_name,b_code,b_name
324,324,무선통신서비스,128,"유, 무선 통신서비스",59,통신서비스,22,정보통신 및 방송 
325,325,기타 전기통신서비스,129,기타 전기통신서비스,59,통신서비스,22,정보통신 및 방송 
326,326,지상파 방송서비스,130,방송서비스,60,방송서비스,22,정보통신 및 방송 
327,327,"유선, 위성 및 기타방송",130,방송서비스,60,방송서비스,22,정보통신 및 방송 
328,328,정보서비스,131,정보서비스,61,정보서비스,22,정보통신 및 방송 
329,329,소프트웨어 개발 공급,132,소프트웨어개발공급,62,소프트웨어 개발 및,22,정보통신 및 방송 
330,330,컴퓨터관리서비스,133,컴퓨터관리서비스,62,소프트웨어 개발 및,22,정보통신 및 방송 
331,331,신문,134,출판서비스,63,출판서비스,22,정보통신 및 방송 
332,332,출판,134,출판서비스,63,출판서비스,22,정보통신 및 방송 
333,333,영상 · 오디오물 제작 및 배급,135,"영상, 오디오물 제작 및 배급",64,"영상, 오디오물 제작 및",22,정보통신 및 방송 
334,334,영화상영,135,"영상, 오디오물 제작 및 배급",64,"영상, 오디오물 제작 및",22,정보통신 및 방송 
335,335,중앙은행 및 예금취급기관,136,중앙은행 및 예금취급기관,65,금융서비스,23,금융 및 보험 서비스
336,336,금융투자기관,137,기타 금융기관,65,금융서비스,23,금융 및 보험 서비스
337,337,기타 금융중개기관,137,기타 금융기관,65,금융서비스,23,금융 및 보험 서비스
338,338,생명보험,138,보험서비스,66,보험서비스,23,금융 및 보험 서비스
339,339,비생명보험,138,보험서비스,66,보험서비스,23,금융 및 보험 서비스
340,340,금융 및 보험 보조서비스,139,금융 및 보험 보조서비스,67,금융 및 보험 보조서비스,23,금융 및 보험 서비스
341,341,주거서비스,140,주거서비스,68,주거서비스,24,부동산 및 임대
342,342,비주거용 건물 임대,141,부동산 임대 및 공급,69,부동산서비스,24,부동산 및 임대
343,343,부동산 개발 및 공급,141,부동산 임대 및 공급,69,부동산서비스,24,부동산 및 임대
344,344,부동산관련서비스,142,부동산관련서비스,69,부동산서비스,24,부동산 및 임대
345,345,기계장비 및 용품 임대,143,기계장비 및 용품 임대,70,기계장비 및 용품 임대,24,부동산 및 임대
346,346,연구개발(국공립),144,연구개발,71,연구개발,25,"전문, 과학 및 기술"
347,347,연구개발(비영리)? ,144,연구개발,71,연구개발,25,"전문, 과학 및 기술"
348,348,연구개발(산업),144,연구개발,71,연구개발,25,"전문, 과학 및 기술"
349,349,기업내연구개발,144,연구개발,71,연구개발,25,"전문, 과학 및 기술"
350,350,법무 및 회계 서비스,145,법무 및 경영지원 서비스,72,사업관련 전문서비스,25,"전문, 과학 및 기술"
351,351,시장조사 및 경영컨설팅,145,법무 및 경영지원 서비스,72,사업관련 전문서비스,25,"전문, 과학 및 기술"
352,352,광고,146,광고,72,사업관련 전문서비스,25,"전문, 과학 및 기술"
353,353,건축 · 토목관련서비스,147,건축 · 토목관련서비스,73,과학기술관련 전문서비스,25,"전문, 과학 및 기술"
354,354,공학관련서비스,148,기타 과학기술서비스,73,과학기술관련 전문서비스,25,"전문, 과학 및 기술"
355,355,과학기술서비스,148,기타 과학기술서비스,73,과학기술관련 전문서비스,25,"전문, 과학 및 기술"
356,356,기타 전문서비스,148,기타 과학기술서비스,73,과학기술관련 전문서비스,25,"전문, 과학 및 기술"
357,357,청소소독 및 시설유지,149,청소소독 및 시설유지 서비스,74,사업지원서비스,26,사업지원서비스
358,358,인력공급 및 알선,150,인력공급 및 알선,74,사업지원서비스,26,사업지원서비스
359,359,기타 사업지원서비스,151,기타 사업지원서비스,74,사업지원서비스,26,사업지원서비스
360,360,중앙정부,152,공공행정 및 국방,75,공공행정 및 국방,27,공공행정 및 국방
361,361,지방정부,152,공공행정 및 국방,75,공공행정 및 국방,27,공공행정 및 국방
362,362,교육서비스(국공립),153,교육서비스,76,교육서비스,28,교육서비스
363,363,교육서비스(비영리),153,교육서비스,76,교육서비스,28,교육서비스
364,364,교육서비스(산업),153,교육서비스,76,교육서비스,28,교육서비스
365,365,의료 및 보건(국공립),154,의료 및 보건,77,의료 및 보건,29,보건 및 사회복지 
366,366,의료 및 보건(비영리),154,의료 및 보건,77,의료 및 보건,29,보건 및 사회복지 
367,367,의료 및 보건(산업),154,의료 및 보건,77,의료 및 보건,29,보건 및 사회복지 
368,368,사회보험(국공립),155,사회보험서비스,78,사회복지서비스,29,보건 및 사회복지 
369,369,사회복지서비스(국공립),156,사회복지서비스,78,사회복지서비스,29,보건 및 사회복지 
370,370,사회복지서비스(비영리),156,사회복지서비스,78,사회복지서비스,29,보건 및 사회복지 
371,371,문화서비스(국공립),157,문화서비스,79,문화서비스,30,문화 및 기타 서비스
372,372,"연극, 음악 및 기타예술",157,문화서비스,79,문화서비스,30,문화 및 기타 서비스
373,373,기타 문화서비스,157,문화서비스,79,문화서비스,30,문화 및 기타 서비스
374,374,스포츠서비스,158,스포츠 및 오락 서비스,80,스포츠 및 오락 서비스,30,문화 및 기타 서비스
375,375,오락서비스,158,스포츠 및 오락 서비스,80,스포츠 및 오락 서비스,30,문화 및 기타 서비스
376,376,산업 및 전문가 단체,159,사회단체,81,사회단체,30,문화 및 기타 서비스
377,377,기타 사회단체,159,사회단체,81,사회단체,30,문화 및 기타 서비스
378,378,자동차 수리서비스,160,수리서비스,82,수리 및 개인 서비스,30,문화 및 기타 서비스
379,379,기계장비 수리,160,수리서비스,82,수리 및 개인 서비스,30,문화 및 기타 서비스
380,380,개인 및 가정용품 수리서비스,160,수리서비스,82,수리 및 개인 서비스,30,문화 및 기타 서비스
381,381,미용관련서비스,161,개인서비스,82,수리 및 개인 서비스,30,문화 및 기타 서비스
382,382,세탁,161,개인서비스,82,수리 및 개인 서비스,30,문화 및 기타 서비스
383,383,가사서비스,161,개인서비스,82,수리 및 개인 서비스,30,문화 및 기타 서비스
384,384,기타 개인서비스,161,개인서비스,82,수리 및 개인 서비스,30,문화 및 기타 서비스
