,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
27,17684,41610,0,4612,1791,6219,1967,1917,645,1174,36687,5028,15015,10984,3938,113116,33005,12439,98,183,622,6192,41055,785064,3023,620608,72608117,14527718,152029,3272031,11822989,3112811,3579920,884125,35861,166025,84430,9730,58959,256452,90031,2428049,8002879,177335,672373,40126,16035,32641,1784,18745,7389133,6695281,5753,2410,14176,9647,26245,0,0,0,0,254,124,140,0,0,0,0,2197,365,92347,0,7011,361,0,2228,121,17958,93,284,463,83610,138166072,7044,0,0,0,2235384,0,15994042,18236470,156402542,61922396,61058069,28365376,4763975,156109816,166538,126188,0,0,0,292726,156402542
28,156,1731,0,199,30,2237,1196,11,0,0,576,0,221,1276,0,2571,1715,1458,0,17,127,2236,3450,1310,3701,66831,1512059,8161367,32705,23549,7338378,1905467,1403908,1593151,151136,561044,188171,27518,197156,352616,93140,3148420,1018909,93630,740329,3009,1067,0,0,683,454075,333590,0,299,58,76,2899,0,0,0,0,0,0,68,0,0,0,0,0,0,99647,0,7596,0,585,0,0,2278,0,0,0,108409,29648041,1197,0,0,0,294996,0,12124010,12420203,42068244,37822981,1217764,3003818,0,42044563,19042,4639,0,0,0,23681,42068244
29,515,0,0,2391,0,509,0,4182,411,0,9184,0,879,31906,3199,29042,304351,8344,0,73857,1164,1138969,152363,14756,73770,39397,220745,1305618,16147992,913192,4878071,1248263,479067,8992866,1781052,726228,1311102,25477,384580,159587,188967,1720829,222448,278621,999873,15400,0,0,0,738747,951002,147495,536,0,0,32533,7467,3794,0,0,0,0,0,0,0,0,0,0,185,0,100844,0,3967,0,179,277,161926,313,0,0,0,23068,46061500,18778,0,0,0,-457977,185876,13335893,13082570,59144070,36252755,0,20981316,1528708,58762779,91186,290105,0,0,0,381291,59144070
30,0,0,0,0,0,0,222,0,0,0,969,0,0,4747,558,40628,12385,1648,205,526,348,1298,11784,1070,5490,7456,84938,14214,253248,138575,692942,1715435,1312584,328703,38562,66929,70920,2224,23138,56801,34877,938114,225992,61676,162966,13297,3756,178963,1105,3346,97597,217476,0,36,0,155,4296,3977,0,0,0,0,0,0,0,0,0,0,212,210,16545,0,0,0,4,140,356,0,0,0,0,64,6853707,2926,0,0,0,357434,0,247119,607479,7461186,7208249,0,224375,0,7432624,21111,7451,0,0,0,28562,7461186
31,12022,7285,9421,5535,6983,23317,38722,605233,607392,2872,334883,182855,74933,76340,19490,967561,427464,119045,4150,163907,6623,422241,258247,550507,266223,426697,656066,659346,313591,123691,11249222,4797805,4103259,1851751,562391,1206830,720020,83073,1143650,924590,1070257,7761650,5595689,639899,1891732,426970,42089,1815,35958,77367,10816399,8161951,699482,216801,105781,45644,251610,541145,54740,4572,21300,41518,11191,5733,160518,40653,32981,0,36799,21735,371854,19935,80775,97978,655395,111445,25937,92161,20385,36758,38786,651066,75031687,1068956,0,2688668,1953754,626317,0,9271225,15608920,90640607,81774744,0,7927531,0,89702275,552174,386158,0,0,0,938332,90640607
32,222,24771,372,93595,3518,20786,18591,113401,25391,16923,33786,800,7238,51532,4373,742460,431992,77618,17448,15012,7071,61451,94147,120389,78584,112687,377095,232166,88935,26538,1096894,10941220,3565926,698060,159106,281589,73726,27922,62840,839363,102388,3331906,7340471,506491,424546,577517,227226,327542,138332,488225,3374772,1887248,637630,70770,59376,82196,413462,98257,45395,3471,49973,95496,4902,2387,151388,178420,58458,7465,137020,22922,410095,7450,63925,182864,191353,108450,31360,29253,18738,34428,29587,1124617,43723310,1273122,0,13961601,188925,-639069,0,17915888,32700467,76423777,57183746,594318,17283618,0,75061682,493446,868649,0,0,0,1362095,76423777
33,74399,43583,4258,1916,16262,2536,18864,108494,10418,30784,299255,47127,10985,91414,59552,126291,35857,27062,5423,7344,3931,25277,1569986,302250,144572,181965,202455,228031,139139,99264,1509770,1789050,7162561,688575,1194982,381392,124169,9043,152515,98612,83952,905727,490726,77708,325308,44157,9924,4069,5953,50008,188003,320840,10323,4835,3487,3452,23559,13818,0,0,0,3936,53185,698,2764,0,0,0,0,52296,513345,0,17362,9562,432875,73454,5477,21199,2663,23583,0,68533,20876144,19541,0,33566435,128681,1011323,0,19649922,54375902,75252046,50708629,0,23137491,0,73846120,383959,1021967,0,0,0,1405926,75252046
34,1296,12624,484,100044,5774,12418,8669,18357,1047,1808,43390,1806,12623,26123,14018,178470,93416,26045,8106,12648,1430,25604,76686,13895,46878,141521,352273,129292,70436,16165,663856,3200637,2686708,15018275,569183,2602054,1048238,582577,3658465,937799,958835,5054035,2547692,436813,528801,1101928,24608,32988,32724,109539,4977075,3753488,251997,366404,46249,45870,272215,103275,1575335,86357,164511,83951,6773,13388,137853,93712,61344,0,85010,11513,445980,14714,206365,495760,68839,162835,27514,64137,112170,178512,48419,764046,57974712,403547,0,7045357,120485,427797,0,18986829,26984015,84958727,68763474,0,15144794,0,83908268,325657,724802,0,0,0,1050459,84958727
35,0,0,0,0,0,0,0,16,0,0,0,0,0,19,1438,0,13,58,0,0,0,0,1372,0,0,0,0,350,830,0,19442,264901,387088,1435827,17823501,5505065,852227,1315345,9560764,390768,1066039,820213,10819,33049,111501,8650,0,0,0,2470,0,15189,13119,0,0,244,171,0,32645,14408,52558,262727,235,7870,0,0,0,0,0,3061,589968,0,6830,0,1146,1259,0,0,0,941,0,168028,40782164,249679,0,0,0,-1170076,0,49030125,48109728,88891892,62462426,0,26348618,0,88811044,53322,27526,0,0,0,80848,88891892
36,0,0,0,0,0,0,0,10,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19975,313862,317747,106431,46032,26373812,153329,856132,9895899,124694,904093,242454,596,4811,78059,0,0,0,0,0,10188,8028,0,0,0,319,74,0,1393,863,811,2618,957,0,0,0,0,0,0,0,79623,0,717,0,88,4004,0,0,10,0,0,50815,39599096,0,0,0,0,2680285,0,63761662,66441947,106041043,102234952,0,3701578,0,105936530,11805,92708,0,0,0,104513,106041043
37,0,126,0,688,235,0,69,1076,28,0,1966,762,95,1320,9075,13764,4913,775,94,61,0,3475,2015,27,9442,1650,29143,19179,1779,242,24786,359349,450855,1247303,3188648,4252493,3172499,619776,3918379,324388,947016,704977,20927,42039,128019,64065,887,155,1470,4414,44995,122674,49478,5848,1426,1772,26264,2721,134352,39878,94274,130446,1493,38040,84065,14102,428,0,4692,2774,302239,23044,44581,38979,3067,67644,8875,12601,6553,7523,12949,262505,21164726,143276,0,0,0,-341493,0,7667787,7469570,28634296,19635713,0,8862791,0,28498504,45677,90115,0,0,0,135792,28634296
38,0,0,0,149,743,0,0,329,0,0,189,91,0,1185,6005,9369,4568,1047,145,98,68,664,2680,21,1412,874,10709,2119,1060,0,2903,51230,34812,11432,18057,103815,16225,1423440,143964,5418,71635,109689,1942,2932,20635,9729,1118,155,1445,28154,13932,7410,136261,11016,3191,4866,26653,6218,169396,34023,290228,3060907,6021,1875,147727,124293,59411,0,10342,3744,145112,15197,57716,114609,109865,84705,15138,28514,10576,9110,35526,81004,6926841,1910144,0,2415817,481679,190,0,6360352,11168182,18095023,9558802,0,8183885,0,17742687,127730,224606,0,0,0,352336,18095023
39,1831,461,0,3757,1218,0,406,19427,178,1514,8073,1051,91,3929,2231,43551,28385,12138,688,284,152,4545,7797,177,5364,8445,25129,33705,8240,830,29339,52628,88590,36216,36578,277225,132187,174009,11504800,56565,131271,976956,184930,62561,59904,119671,7239,1958,15700,57045,289607,363700,614614,75483,14671,24349,139999,81401,1302461,124146,162061,104613,3467,20105,165135,88260,48619,0,42277,9766,643574,80107,61095,101758,169199,242312,23267,47997,28765,76861,46339,246764,19671741,13893061,0,5886775,1127190,1833526,0,36366204,59106756,78778497,67055989,0,10065623,0,77121612,1158450,498435,0,0,0,1656885,78778497
40,269,2806,0,1713,1166,13,0,2146,82,0,10708,1398,295,420,162,7572,6614,0,0,399,20,1384,7490,478,4924,2286,4389,424,1364,0,22432,32235,5464,4705,984,4790,468,144,4183,1642207,1525,13892,84543,981,11570,37470,3407,0,8583,11055,539422,293768,378942,15246,8137,781,124303,331926,2357,29,2065,2515,0,1726,7147,47,17,26877,11912,2547,284922,488,4146,68451,1810,331735,98076,171974,7563,26930,36321,471208,5202548,2967129,0,874633,23292,257397,0,5472426,9594877,14797425,13488848,0,890091,0,14378939,314893,103593,0,0,0,418486,14797425
41,9107,34817,156,10043,3029,0,466,18861,1886,2478,11827,1791,88,9527,5278,166655,116819,40388,2581,8760,1206,19277,149950,2913,63251,14125,81690,45990,28957,4724,189631,381743,1350220,456758,233125,2185783,91057,21492,661058,194139,2622680,1012772,1098217,126167,121138,278990,53113,105852,8514,60977,398108,336631,445942,40158,16682,17787,141117,104837,178488,24022,36282,66246,12247,55889,94011,98448,34024,0,20741,28171,772757,49528,954441,137750,393160,806486,1710271,231472,31805,28068,32521,143516,19551672,2501862,0,7353687,1205776,521884,0,7006965,18590174,38141846,20211603,0,16457145,0,36668748,478519,994579,0,0,0,1473098,38141846
42,9659,8769,3424,6910,3703,2492,52344,37980,5267,4157,25046,3824,12317,37561,15133,66034,23590,12763,1166,23183,1384,44703,85530,3115,16435,207960,39468,14061,28072,6619,159295,176125,554326,59684,3436,53888,1607,1730,15269,10530,4875,48629735,11363,5511,92085,24948,2368,30709,90202,211022,87250,117326,705378,1951404,1391,1538,422835,14971,11527,8400,5198,61156,53774,20815,55323,50501,9796,0,26512,118852,154548,26382,40801,56041,88125,36767,136359,56130,10329,174301,39720,3264122,58748949,22597796,0,17952867,1229080,260831,0,62478402,104518976,163267925,139045777,7014163,10276153,0,156336093,5632589,1299243,0,0,0,6931832,163267925
43,0,0,0,246794,0,0,36290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4228241,0,0,0,0,0,0,0,0,0,0,0,874209,0,9945,0,0,0,0,0,0,0,0,0,0,0,0,11699,183005,0,0,0,111738,0,0,0,0,0,0,0,5701921,0,0,6646021,1294806,-33633,0,50798573,58705767,64407688,57278581,0,6883548,0,64162129,209499,36060,0,0,0,245559,64407688
44,21006,15082,715,520,776,18149,626,684,240,0,0,118,951,3035,0,3334,295,382,0,0,424,0,0,390,8432,26718,48,0,515,1171,1719,23073,6320,7702,830,20,932,0,1835,2105,221,40036,916,1716085,1906,12862,9181,804,4947,9399,5659,7976,116306,310474,1706,2017974,38054,9920,23688,0,265,1409,0,0,0,0,0,0,50,4896,222621,0,1102,9218,490767,19979,18875,17171,18,20317,1575,71307,5355831,477320,0,4051852,1586620,394230,0,1814736,8324758,13680589,7978296,0,5336003,0,13314299,190591,175699,0,0,0,366290,13680589
45,443,1292,8,3329,1814,9584,33600,1337500,60706,35049,6238525,509347,181107,546284,4098,35483,233012,280813,50244,170778,23104,249786,1184796,143814,181307,322999,505007,763580,361266,162669,1878296,1168086,1674106,1498997,1754486,4172329,779004,164448,1411077,147941,498865,4767158,3749993,189918,5756997,8490,2067,311,42972,90906,1462052,64235,620045,55064,8382,80722,107205,684943,42487,74083,27359,66705,3368,12585,127218,160625,44196,73328,51850,51328,110087,56665,129548,109084,120178,1555661,68388,214700,144685,576172,108538,79937,50479214,5369490,0,1677641,254997,220990,651363,5166876,13341357,63820571,50799697,0,11829992,0,62629689,690481,500401,0,0,0,1190882,63820571
